username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
mjjeje,1315307,3,108,0,0,1,27.72,Male,,1994-03-02,,2012-05-24,2016-07-30 05:58:00,8.44,0,1640
runechanted,753321,6,97,16,10,30,24.84,Non-Binary,,1999-01-24,,2011-10-15,1900-05-16 13:02:00,6.56,15,1453
Leofa,7045724,2,118,1,9,1,69.53,,,,,2018-03-10,2018-05-16 18:06:54,7.08,0,4066
DrakeStriffe,27866,3,40,0,0,0,56.90,Male,"Albany, Ga",1988-01-24,,2007-12-26,2010-07-16 10:38:00,8.9,234,3079
Snodia,253009,6,90,2,0,21,39.63,Female,"Coweta, Oklahoma",1990-02-01,,2009-10-30,2011-11-07 09:08:00,10.0,10,2393
Wojtix,1023533,5,250,10,13,58,80.45,Male,Poland,1994-03-23,,2011-11-27,2018-05-16 10:41:00,8.05,0,4679
caelum,19314,1,129,2,0,3,48.10,,,,,2007-10-29,2017-03-22 21:35:00,8.18,0,2847
ez_life,66425,0,0,0,0,0,0.00,,,,,2008-06-06,2008-06-07 12:55:00,0.0,0,0
Luxuria69,5399652,8,201,6,8,35,63.17,Male,Denmark,1999-04-29,,2016-05-10,1900-04-27 16:21:00,7.82,0,3741
Riichi,312095,23,129,12,6,37,68.85,Female,,1995-07-27,,2010-04-04,1900-04-12 01:56:00,8.05,1,4135
Cookiestars,1093525,2,1,0,0,0,2.62,,,,,2012-01-07,2012-02-02 15:48:00,9.0,5,156
Priest,44050,15,771,67,25,218,180.90,Male,Brazil,1981-01-01,,2008-03-19,2018-05-15 02:57:00,5.94,31,11515
blitz1423,3215839,13,96,52,3,84,57.19,Male,London,1997-04-12,,2013-10-03,1900-03-15 20:14:00,7.98,1,3511
Moshii-Moshii,217329,8,79,0,1,22,21.21,Female,Mexico!,1988-08-27,,2009-08-06,2015-01-12 09:01:00,7.74,0,1251
abyssus,75638,18,100,30,41,179,52.98,Female,,,,2008-07-11,2016-06-25 21:47:00,6.75,16,3127
litengalning,342164,4,104,0,6,13,17.69,,,,,2010-06-16,2015-08-18 09:14:00,10.0,0,922
tasidar3,506407,8,35,0,1,20,15.29,Male,"Ontario, Canada",1992-02-14,,2011-07-01,1900-01-08 22:12:00,8.97,32,779
StrikerFX,61252,140,788,0,0,933,133.35,Male,,,,2008-05-17,2018-05-18 12:47:34,8.13,4,8674
Meleth,151325,0,0,0,0,0,0.00,Female,France - Paris (75),1986-01-22,,2009-02-18,2016-10-16 08:01:00,0.0,0,0
BlackStyle,291803,7,108,17,0,158,63.69,,,1995-01-01,,2010-02-07,2017-12-30 12:25:00,7.26,0,3822
fdwarrior,14290,9,122,7,0,25,19.77,Male,"Cavite, Philippines",,,2007-09-20,2016-05-01 16:07:00,0.0,0,997
Haztex,3754959,2,63,21,6,93,40.29,,,,,2014-05-05,1900-05-11 21:57:00,7.34,1,2481
innerstriker,92587,1,91,0,9,25,27.42,Male,,,,2008-09-06,2017-07-13 23:52:00,8.94,1,1567
animewindtv,3594595,4,0,0,0,0,0.00,,,,,2014-02-23,2014-03-11 20:00:00,8.75,0,0
INF8NITY,2958447,2,6,1,0,1,5.02,Female,,1994-10-04,,2013-07-29,2013-08-23 18:22:00,8.22,1,299
nakedninjas,1391733,0,295,9,49,50,126.43,Female,Portugal,,,2012-07-11,1900-02-20 13:55:00,7.56,6,7449
deadonyourlips,27296,3,176,7,1,8,61.17,Male,Los Angeles County,,,2007-12-22,2013-07-26 10:57:00,0.0,0,3700
cerisama,290451,11,20,9,2,38,10.97,Female,,1988-04-21,,2010-02-03,2015-11-28 10:36:00,9.13,0,652
glink,392395,6,714,6,0,111,262.38,Male,"Pennsylvania, USA",1991-07-30,,2010-10-06,2018-05-16 03:53:06,7.39,95,15226
KurosakiLeno,269642,6,239,0,8,15,72.08,Male,Japan Puerto Rico,1930-04-07,,2009-12-14,1900-03-16 08:15:00,8.04,0,4385
Scathach,175420,20,435,12,0,111,124.40,Female,Lithuania,1994-10-11,,2009-04-26,2018-05-17 10:33:36,8.2,5,7681
cinefrance,173695,10,11,2,0,25,5.16,Female,"Makati, Philippines",1994-11-25,,2009-04-21,2017-12-06 01:31:00,9.55,1,317
Bubbletea21,5206987,5,76,3,8,81,14.61,Female,"Sydney, Australia",2000-07-24,,2016-02-18,1900-05-11 22:58:00,7.79,0,960
avluis,22970,782,687,132,0,972,58.00,Male,Behind you~,1986-06-24,,2007-11-21,2017-12-24 15:52:00,7.59,3,3595
Decziken,6463896,9,66,0,0,1,60.95,,,,,2017-08-07,2018-05-16 12:58:00,7.27,6,4581
bashed_monkey,65482,8,101,14,1,116,40.89,Male,"NRW ,Germany",1985-01-01,,2008-06-02,2016-03-05 02:29:00,7.85,1,2467
AeKOneKO,2619183,21,110,4,10,18,41.65,Female,Anime world,,,2013-05-25,2016-10-01 09:32:00,8.4,0,2703
MhITe,90559,16,203,4,4,16,113.26,Male,"Berlin,Germany",1991-08-21,,2008-08-30,2014-03-08 06:02:00,8.2,4,6728
Savin_com_n,6309339,4,119,3,2,122,56.09,,,,,2017-06-11,2018-05-14 16:25:51,8.02,9,3362
Shoddyanimator,2368929,1,54,0,0,5,16.85,Male,,1996-06-25,,2013-03-30,2014-10-12 22:38:00,8.32,1,987
Ollkokun,2516737,8,250,11,93,83,69.60,Male,,1996-02-18,,2013-05-02,2018-05-15 09:35:14,6.64,0,4306
YukiSakuraKSS,141648,2,0,0,0,0,0.06,,,,,2009-01-22,2011-01-14 19:20:00,9.5,0,3
bakaruka,79687,0,88,1,1,3,25.38,Female,antartica,1985-05-30,,2008-07-25,2011-02-19 07:48:00,8.46,0,1502
Satans-Neko,4849519,17,105,1,0,40,35.91,Female,"Vancouver, Canada",1998-09-03,,2015-09-01,1900-04-24 23:36:00,7.95,21,2127
CloudSeraph,5437785,11,36,6,1,314,21.15,Male,,,,2016-05-28,1900-04-10 00:31:00,7.97,0,1289
daniel5fg,6948649,0,18,0,0,3,4.09,,,,,2018-02-02,2018-05-18 09:48:10,0.0,0,239
Fred_Animes,6283136,19,53,4,2,14,74.21,Male,brasil,2005-12-03,,2017-05-30,1900-04-09 17:39:00,6.77,0,4486
NatalyAriasB,2836885,10,143,1,0,7,36.70,Female,,1993-09-05,,2013-07-08,2015-09-13 14:01:00,8.15,0,2253
dMonsterBeatsb,3571151,0,295,19,18,55,86.24,Male,Australia,1997-01-17,,2014-02-12,1900-05-14 11:16:00,9.09,0,5207
MokiSenpai,105534,9,270,49,27,78,102.87,Male,,1986-06-20,,2008-10-16,1900-02-15 00:27:00,8.02,7,6203
all_about_me,50696,9,96,0,0,46,54.71,Female,,1988-08-22,,2008-04-10,2009-06-18 23:38:00,7.47,0,3290
Saitozin,3256039,0,0,0,0,0,0.00,,,,,2013-10-14,2013-11-13 18:36:00,0.0,0,0
Kotori-Hatake,209274,1,134,3,5,117,55.41,Female,"Wonderland, Poland",1994-04-25,,2009-07-17,2015-06-25 10:08:00,7.77,0,3412
Lance_E3,74818,1,12,3,0,2,8.82,Male,"Leesburg, Florida",1978-06-12,,2008-07-08,2010-08-03 18:10:00,9.81,1,520
qwerty1337,260706,19,101,19,1,128,37.25,,,,,2009-11-20,2013-08-20 15:01:00,8.8,0,2240
al_sforzando,37481,6,23,1,1,5,18.01,Female,SHIA LEBONG,,,2008-02-14,2008-10-08 18:27:00,7.93,3,1046
BlackJewel,82039,7,49,2,1,30,45.58,Female,Ireland,1990-09-14,,2008-08-02,2009-04-24 02:14:00,8.67,4,2738
purplepolarbear,265276,1,60,0,0,10,15.43,,,,,2009-12-02,2012-06-24 10:36:00,7.38,2,919
Katsuuura,4496866,14,100,7,13,11,55.31,,"Greece,Thessaloniki",2000-08-14,,2015-03-10,1900-03-06 12:48:00,7.93,0,3282
MonophobicKitten,2731969,6,13,2,0,2,7.46,Female,Florida~ ,1990-12-31,,2013-06-18,2013-06-23 17:18:00,7.78,0,406
PersephoneMyers,283223,24,191,6,23,56,72.79,,Δ Hidden Forbidden Holy Ground,1997-01-26,,2010-01-15,1900-05-14 04:20:00,8.25,0,4549
Ace_Templar,125463,8,272,8,3,30,130.11,Male,"Minnesota, USA",1989-04-25,,2008-12-20,2018-05-15 22:42:00,6.67,59,7632
sayami,62127,8,928,33,35,240,262.14,Female,Hungary,1990-06-22,,2008-05-20,1900-05-09 22:56:00,7.08,19,15239
XTIZ3,91303,1,124,1,0,0,76.30,,,,,2008-09-01,1900-03-29 13:46:00,9.9,2,4574
precian,316340,0,0,0,0,1,0.00,Female,"manila,philippines",1994-11-14,,2010-04-13,2010-04-13 20:23:00,10.0,0,0
Maurox,24748,7,539,13,10,0,155.46,Male,Gothic Cathedral at the top of the hill,1989-09-08,,2007-12-04,1900-04-14 04:11:00,7.28,44,9138
GarielHM,3817681,10,82,0,3,111,23.12,Male,,,,2014-06-02,2017-05-14 18:41:00,7.84,10,1412
Itsuko,16745,0,43,0,0,0,13.65,Female,,1992-06-02,,2007-10-11,2010-08-26 07:19:00,8.23,2,794
lolishit,1402079,1,80,3,0,53,15.71,Female,,1997-04-04,,2012-07-17,1900-04-30 02:15:00,8.03,6,904
DPandaBox,4677153,34,145,23,17,131,62.65,,,1999-04-08,,2015-06-15,1900-02-11 11:04:00,7.37,55,3615
THEYandere666,5364738,5,89,0,2,812,12.25,Male,,,,2016-04-24,2017-09-08 05:40:00,7.48,0,895
Kleinthen,327493,1,85,0,0,0,31.02,Male,"Houthalen, Belgium",1988-08-02,,2010-05-11,2015-03-28 03:04:00,9.02,0,1876
RosenAdachi,3614175,10,172,11,2,57,46.31,Female,Spain,1997-09-13,,2014-03-05,1900-04-05 16:30:00,7.23,0,2796
johnvo88,355094,68,237,1,0,178,109.02,Male, nc,1988-07-03,,2010-07-13,2016-06-13 11:55:00,7.53,3,6271
growl2,136439,0,0,0,0,0,0.00,,,,,2009-01-18,2009-01-18 12:00:00,0.0,0,0
PrincessSerenity,37533,58,993,191,17,867,294.94,Female,"Komotini, Greece",1983-12-06,,2008-02-15,1900-05-16 13:46:00,8.09,73,17451
cosmorouge,1832695,61,124,3,0,53,75.88,,,1999-06-09,,2012-11-29,1900-05-14 04:59:00,8.33,75,4484
dfgkalil,3892431,485,1527,0,0,126,184.89,Male,,1994-05-23,,2014-07-03,2018-05-14 21:46:23,7.26,0,13621
Marguerite,469552,9,276,8,4,46,65.94,,,,,2011-04-04,2015-02-07 14:27:00,6.4,0,3883
EctoplasmicBlood,4097429,1,99,2,1,30,17.99,Female,Norway,,,2014-09-14,1900-05-11 07:09:00,7.04,3,1158
lei143,57270,6,26,2,3,1,35.75,,Philippines,1992-03-22,,2008-04-30,2010-01-14 06:13:00,7.73,16,2122
DerinKor,2343383,1,56,6,4,44,44.63,Male,,1997-10-02,,2013-03-24,1900-05-12 01:47:00,8.29,0,2680
lampo4ka131,436991,8,338,12,14,169,103.77,Female,"Russia, Voronezh",,,2011-01-18,2016-12-03 01:45:00,7.13,0,6214
Davito,74278,4,659,1,0,184,161.98,Male,,1984-01-06,,2008-07-06,1900-03-28 17:15:00,7.95,0,9247
SONICSATAMJAMER,152228,0,0,0,0,0,0.00,Male,Florida,,,2009-02-21,2009-02-22 08:26:00,0.0,0,0
OnlyFestive,5142431,6,32,4,4,24,9.86,,,,,2016-01-19,1900-02-12 09:56:00,6.78,7,615
DarkSage74,205082,24,152,2,4,157,104.99,Male,,,,2009-07-09,2012-10-30 16:56:00,6.11,0,6248
JamaJka,416740,11,142,0,0,0,91.08,Female,,1992-01-31,,2010-12-06,1900-03-22 05:08:00,9.33,0,5443
salukiron68,5301282,13,148,10,11,78,54.74,Male,Chicago,1997-07-04,,2016-03-30,1900-03-18 11:30:00,7.45,1,3385
SnuggLes__,190643,10,153,6,5,32,55.14,Male,"Orlando, Florida",1986-09-01,,2009-06-05,2017-10-30 19:02:00,7.51,0,3233
monkey1534,5095904,1,214,12,3,79,106.88,,066,,,2016-01-02,1900-05-12 15:42:00,7.61,1,6438
raeve92,1281409,26,124,2,6,51,85.76,Male,Barcelona,1992-03-28,,2012-04-30,2017-12-03 10:24:00,8.14,0,5128
akairi20,191728,27,196,0,0,55,86.64,Female,"Toronto, ON",1993-01-20,,2009-06-08,2016-10-27 12:44:00,0.0,0,5160
zorila,5711318,4,46,1,4,54,12.42,Male,,1999-04-21,,2016-09-20,2018-05-15 20:02:52,8.28,0,746
Redhaze212,321140,18,234,5,3,11,99.42,Male,US,1930-09-18,,2010-04-25,2012-12-13 15:04:00,7.41,0,6043
Almanda,28270,10,165,0,0,91,75.01,Female,"kuching,sarawak",1995-05-09,,2007-12-28,2012-11-28 04:26:00,9.89,0,4475
sylvia1239,4188059,4,93,5,2,121,17.77,Female,,2000-10-23,,2014-10-19,1900-05-13 15:18:00,7.65,0,1138
peh,18806,0,280,0,37,4,145.92,Male,Berlin,1984-08-29,,2007-10-26,1900-04-07 07:47:00,7.46,93,8329
MrDontKnow,59956,1,6,0,1,0,4.02,,,,,2008-05-12,2008-05-12 12:46:00,8.13,0,244
RyugaHellsing,1155347,4,117,14,33,58,54.38,Male,,,,2012-02-19,2016-05-16 13:04:00,5.38,10,3219
VikingBO,281531,32,275,12,0,302,53.60,Male,"Sankt-Petersburg, Russia",1983-08-23,,2010-01-11,1900-03-22 03:40:00,7.52,1,3190
CBYOD,211245,0,3,0,0,0,5.23,,,,,2009-07-21,2009-07-21 20:37:00,10.0,10,309
wtzhell,241383,4,36,2,1,27,13.97,,,,,2009-10-02,2012-07-01 10:13:00,7.5,0,839
CBETJI9IK,1555803,11,13,0,0,0,12.28,,,,,2012-09-28,2015-03-01 13:44:00,9.17,0,737
wladtheimplyer,443508,10,187,0,4,1,66.10,Male,,1992-12-23,,2011-02-02,2017-02-18 15:39:00,8.67,0,4004
CupcakeBunny,3632713,1,247,0,0,26,105.00,,,,,2014-03-15,1900-01-06 17:04:00,6.94,54,6343
Scelerisque2,231243,3,56,0,7,19,50.73,Female,Bahrain,1993-06-23,,2009-09-07,2017-07-19 14:09:00,6.92,2,2940
LouM,4457735,15,587,0,0,0,256.52,,,,,2015-02-06,1900-02-11 07:40:00,7.1,0,15892
Njornus,276351,16,251,11,11,20,62.19,Male,,1991-09-16,,2009-12-31,2012-05-09 17:50:00,7.32,0,3574
jason_lee6,3536523,0,0,0,0,0,0.00,,,,,2014-01-30,2014-01-31 01:37:00,0.0,0,0
Arisa,5846,11,15,1,0,1,10.56,Female,"Bay Area, California",,,2007-06-17,2016-03-24 03:11:00,8.5,0,633
ZerOne01,97832,17,72,32,27,71,19.46,Male,Malaysia,1992-03-15,,2008-09-24,1900-04-14 00:15:00,7.7,1,1205
duoinchains,24743,5,183,3,7,39,52.75,Male,"Reading, UK",1968-04-30,,2007-12-04,2016-12-29 06:53:00,7.78,28,3133
pluto-kun,261116,0,0,0,0,0,0.00,Male," fl,tampa",1993-04-08,,2009-11-21,2017-10-31 00:23:00,0.0,0,0
Yoshi-Moto,31679,2,1,0,0,0,8.11,Male,london,1981-08-02,,2008-01-15,2011-08-09 18:45:00,9.33,0,488
kuturin,1427661,24,454,90,0,106,130.11,,,1994-01-21,,2012-07-30,1900-04-15 08:18:00,7.05,9,8053
CrimsonCloud,15212,2,35,0,5,0,41.52,Male,Sweden,1985-02-22,,2007-09-28,2012-02-06 03:07:00,7.78,5,2455
Exhale,494824,32,261,2,0,227,85.93,Male,,1992-10-06,,2011-06-04,1900-04-14 04:26:00,7.42,0,5193
-Yatagarasu-,130665,11,1003,9,15,11,217.84,Male,"Bulgaria, Burgas",1993-03-06,,2009-01-03,1900-05-16 08:24:00,7.19,0,12839
Marron,5445324,8,156,3,2,12,51.84,Male,,,,2016-05-31,2018-05-14 05:11:16,10.0,5,3257
perfidiouspal,39261,3,424,37,85,139,122.05,,,1989-01-01,,2008-02-24,1900-05-09 23:11:00,6.17,24,7172
BenJoe,63493,2,103,3,0,5,44.60,Male,"Körmend, Hungary",1990-02-28,,2008-05-25,2017-10-24 06:24:00,7.41,0,2699
Mazas,465683,11,340,0,4,58,135.73,Male,"Vilnius, Lithuania",1991-11-27,,2011-03-25,1900-03-24 14:47:00,6.89,10,8147
Mithzor,456513,4,412,0,6,95,163.69,Male,Grand Line,,,2011-03-03,1900-05-14 10:18:00,7.26,0,9951
TaaHastings,5390275,22,165,54,10,87,76.02,Male,,1992-06-23,,2016-05-06,2017-08-29 10:42:00,7.24,0,4514
Yumiko,77768,17,506,5,21,10,194.85,,Disa-Disa's closet,,,2008-07-18,2010-07-02 16:15:00,7.48,3,11846
Moosey432,27740,15,5,3,0,49,5.79,Female,U.S.A,1995-12-19,,2007-12-25,2017-01-11 08:16:00,8.9,3,344
Fiby,293002,2,230,8,21,7,122.31,Female,Italia,1993-02-28,,2010-02-10,2016-12-21 21:33:00,7.2,28,7303
kyoboii,123378,0,0,0,0,0,0.00,Male,,1992-08-12,,2008-12-13,2008-12-13 12:36:00,0.0,0,0
Lutoha,6152408,16,111,1,5,21,68.82,Male,Spain,1997-07-07,,2017-04-03,1900-05-12 12:55:00,7.96,0,4070
remolg,25363,8,399,3,32,45,175.76,Male,Georgia,1989-03-01,,2007-12-09,2018-05-18 03:49:47,8.14,239,10142
Adam-san,132698,4,132,0,0,0,67.41,Male,"P-Town, GA",1992-01-10,,2009-01-08,2016-10-31 17:36:00,8.63,21,3931
LittleKaito,1249447,10,164,21,11,227,58.80,Female,germany,1998-06-06,,2012-04-13,1900-04-05 13:35:00,8.88,0,3469
Tsarko,6056866,8,189,6,6,73,72.71,Male,Serbia,,,2017-02-18,2018-05-17 08:21:04,6.95,5,4287
Sagnik_Dragneel,5885886,6,91,2,3,15,63.09,Male,"Magnolia Town, Earthland",2000-10-28,,2016-12-07,2017-05-24 07:21:00,8.13,0,3794
sugar14baby,241635,5,4,0,0,1,7.35,Female,,1994-09-04,,2009-10-02,2009-10-16 21:59:00,9.8,0,449
Blanket,331460,6,4,0,1,1,7.41,Female,,,,2010-05-21,2010-08-25 02:52:00,7.4,0,459
martafromars,5173523,8,224,6,20,54,180.09,Female,,,,2016-02-02,1900-05-11 13:01:00,7.04,0,11767
m0bb,39672,13,168,33,41,22,93.14,,,,,2008-02-26,2016-08-29 06:55:00,9.33,3,5565
THIAGO,3912699,24,48,0,3,56,16.32,Male,酒田市,1995-01-01,,2014-07-09,1900-05-04 19:04:00,7.09,0,970
JamieThePotato,5444848,8,94,3,12,120,24.44,,The 7th Circle of Hell,,,2016-05-31,2018-05-16 12:35:00,7.21,0,1584
Prasad_Ray,5668144,7,78,4,2,186,74.05,,,,,2016-09-02,1900-05-16 10:58:00,8.54,0,4455
sydrian,1762113,11,33,15,4,29,23.67,Female, Ontario,1995-12-03,,2012-11-12,2015-02-15 22:46:00,7.03,1,1395
yael13,202188,4,65,4,3,16,47.40,Female,,1995-03-24,,2009-07-03,2013-09-25 13:53:00,7.16,0,2808
irlgirlfriend,484378,16,84,7,3,46,19.36,Female,Vancouver,,,2011-05-08,2018-05-15 01:05:00,8.33,0,1174
Djalina,84564,1,265,14,10,91,75.23,Female,"Russia, NN",,,2008-08-10,2017-09-28 20:56:00,7.28,11,4502
azuyuki,147578,12,215,9,5,12,101.29,Female,,1988-12-04,,2009-02-07,1900-01-20 22:36:00,7.77,0,6113
SSSSky,5440146,6,183,4,11,120,41.06,Female,,,,2016-05-29,1900-05-01 06:21:00,9.15,0,2523
Thx3,1421261,13,86,1,0,170,71.85,Female,,1995-04-26,,2012-07-27,2013-07-24 08:13:00,7.46,0,4375
TheLegendro,224357,14,416,0,2,0,124.53,Male,,1986-03-20,,2009-08-22,2013-07-03 03:57:00,7.9,0,7288
FukoIbukiChan,260480,0,0,0,0,0,0.00,,,,,2009-11-19,2009-11-19 14:23:00,0.0,0,0
etienne92,108184,9,47,0,0,101,16.36,Male,"Asnieres sur seine,france",,,2008-10-24,2011-11-04 02:24:00,9.93,0,939
megalixir,402760,7,2,0,0,9,5.04,Female,,,,2010-11-01,2014-01-15 00:08:00,0.0,0,306
Revre,301501,6,108,1,0,6,63.30,Male,"passic, Nj",1991-02-28,,2010-03-05,2010-09-30 16:36:00,6.95,0,3732
spirox,41189,3,137,49,1,42,49.69,,,,,2008-03-05,2017-09-30 13:17:00,7.42,0,2963
mmilan,234961,20,835,0,103,40,206.03,Male,Romania,,,2009-09-16,2018-05-15 13:19:34,5.87,2,12853
Persephony,7011416,4,3,0,0,8,0.63,,,,,2018-02-25,1900-04-20 12:56:00,0.0,0,39
OtakuFarmer,4665280,22,368,53,18,628,255.09,Male,"Forninhos, Aguiar da Beira, Guarda, Portugal",1999-12-06,,2015-06-09,1900-05-16 12:40:00,7.55,67,16807
coughie,4918689,2,33,0,1,4,18.47,Female,,,,2015-10-05,2015-10-05 21:53:00,8.2,0,1138
hibikiyamada,545525,6,204,16,16,16,59.23,,,,,2011-08-15,2016-11-07 09:36:00,0.0,24,3493
FalseLogic57,5594247,4,22,10,4,46,6.79,,"Florida, but not",,,2016-08-01,2018-05-18 03:50:24,7.12,1,400
picahielos,4631045,0,0,0,0,0,0.00,,,,,2015-05-23,2015-05-23 06:36:00,0.0,0,0
juniprox,3548639,0,0,0,0,0,0.00,,,,,2014-02-02,2015-03-14 21:22:00,0.0,0,0
Draconated,19588,1,14,2,0,0,16.25,Male,Wherever you aren't,1991-09-08,,2007-10-31,2008-03-05 11:21:00,8.12,0,976
Rinze,2706057,1,248,9,0,47,63.24,Female,,,,2013-06-12,2016-12-12 02:31:00,0.0,0,3495
IceGrounder4,349644,0,0,0,0,0,0.00,,,,,2010-07-02,2011-08-07 03:42:00,0.0,0,0
Reiya5976,305092,0,101,5,0,9,28.33,Female,"Kota Bharu, Kelantan",1995-07-27,,2010-03-16,2017-11-16 08:43:00,9.08,0,1700
JohnnyChuck,5076438,4,3,0,0,0,4.80,Male,Europe,,,2015-12-26,1900-05-05 10:48:00,9.4,0,278
Haru-chin,445979,171,449,8,51,99,140.79,Male,Mordor,1998-08-16,,2011-02-07,2018-05-18 03:50:33,7.53,3,8397
JotdoKa,2045385,8,126,4,2,8,41.16,Male,,,,2013-01-16,2016-09-18 03:15:00,7.98,0,2400
-Gattsu-,4600259,2,58,37,4,50,23.46,Male,Newcastle- England,1998-03-24,,2015-05-07,1900-04-15 17:48:00,7.64,30,1363
animetorx,1703543,5,104,7,7,25,29.85,Male,Auckland,1996-08-20,,2012-10-30,2018-05-13 05:06:00,7.49,27,1833
Olyxtiev,393356,22,141,5,8,4,43.24,Male,China,1990-11-11,,2010-10-08,1900-01-19 19:20:00,7.83,54,2623
-Rukia-chan-,82506,13,46,7,0,184,18.78,Female,"Tunis, Tunisia",1987-01-15,,2008-08-03,1900-03-24 04:19:00,8.94,6,1114
goldyz,242123,8,52,9,3,21,27.26,Female,"somewhere, over the rainbow",,,2009-10-03,2012-03-24 13:06:00,7.64,9,1662
neverwinter92,1458165,15,411,14,55,90,83.59,,,,,2012-08-14,2015-03-27 01:42:00,7.77,2,5026
Nekomander,463162,5,528,0,0,0,120.93,Male,"Germany, Saarland",1990-10-13,,2011-03-19,2014-09-06 17:12:00,8.78,0,7469
EcchiEcho,65483,10,242,35,133,2,115.53,Male,"Corpus Christi, Texas",1988-06-09,,2008-06-02,2017-03-06 07:36:00,7.23,3,6842
Midori_Mage,269000,19,568,112,17,166,143.86,Male,,,,2009-12-12,2018-05-16 22:23:47,9.23,2,8939
kaiosei,4538534,33,78,7,7,336,11.26,Female,,,,2015-04-04,1900-05-12 02:27:00,7.31,9,845
sonkyu,393718,36,361,22,4,12,153.80,Male,,1983-12-13,,2010-10-09,2017-10-29 01:11:00,7.86,16,9227
VinceThevictim,2308691,2,6,0,0,0,12.57,Male,"Dubai, United Arab Emirate",1993-01-16,,2013-03-16,2014-03-13 03:18:00,7.83,24,739
Ewabe,249418,2,245,10,10,74,58.22,Female,Poland,,,2009-10-21,1900-05-03 14:35:00,7.04,0,3682
Kaiserlocke,433628,2,34,5,1,4,13.26,Male,,1989-07-09,,2011-01-11,2016-05-14 23:57:00,8.8,2,772
Hark21ball,134175,8,176,3,0,14,94.04,Male,"Boston, Ma",1988-08-21,,2009-01-12,2013-01-17 20:15:00,8.15,2,5576
Satisfire,1734479,95,618,32,16,127,231.72,Male,"Baldwin Park, California",1994-04-30,,2012-11-06,1900-03-03 02:35:00,7.6,0,14095
PsychoBayleef,1486151,4,41,1,0,0,35.95,Male,,1990-06-14,,2012-08-30,2016-01-05 16:24:00,8.07,35,2095
DeathSinzz,311876,45,231,6,2,58,96.45,Male,Girl's Locker Room,1996-10-13,,2010-04-03,2013-12-01 19:28:00,8.41,4,5904
Derogatory,73958,24,205,15,5,359,74.63,Female,"Portsmouth, UK",1992-07-08,,2008-07-05,2016-01-22 05:48:00,7.94,26,4453
Hideyoshii,316075,11,28,0,4,4,9.16,,,,,2010-04-13,2010-09-06 14:47:00,0.0,0,521
Mitsukai_Zero,46973,78,71,0,3,50,56.17,Male,"Altamonte Springs, Florida",1993-05-03,,2008-03-31,2010-07-05 16:41:00,8.23,0,3349
GARticuno,377577,20,149,18,17,515,49.87,Female,,1992-09-27,,2010-08-31,2017-01-31 20:46:00,6.98,7,3068
__Kub-Rick__,21969,12,137,3,3,0,68.62,,New York,1983-02-08,,2007-11-15,2008-12-08 15:16:00,6.65,3,4063
StrawberryIce,105411,3,9,0,0,2,6.10,Female,"Timisoara, Romania",1992-12-19,,2008-10-15,2009-05-16 13:40:00,9.83,0,368
CrimsonDarkCrow,228647,26,1114,0,0,43,336.88,Male,,,,2009-09-01,2017-05-02 06:08:00,7.28,0,20478
wufa_kun,114190,18,187,0,0,159,60.53,Male,Hell in Philippines,1991-01-28,,2008-11-14,2015-05-24 23:52:00,8.64,20,3631
BearyScary_,2651247,18,56,2,13,18,29.41,Female,,,,2013-06-01,1900-03-01 06:10:00,6.94,0,1763
RyuuKen_TR,14930,6,34,5,3,44,46.20,Male,Turkey,1988-04-11,,2007-09-25,2012-03-10 04:01:00,8.49,18,2747
Raregliscor1,4743914,5,93,2,6,5,27.40,Male,"Swanmore, Hampshire, England",1999-06-16,,2015-07-14,1900-05-10 16:40:00,8.12,0,1614
noir-,123439,5,22,0,21,23,7.50,Female,Istanbul,1992-06-04,,2008-12-13,2013-02-20 14:06:00,7.91,0,449
Volarr,4742820,0,26,0,1,36,7.89,,,,,2015-07-14,2017-11-10 20:24:00,8.31,1,458
neeTHREE,32706,0,104,3,25,8,49.90,Male,"Limassol, Cyprus",1995-06-02,,2008-01-21,2014-12-15 16:40:00,7.47,0,2978
Kalaa92,240781,27,264,0,0,143,84.81,Female,Poland,1992-07-13,,2009-09-30,2017-12-21 04:28:00,7.7,3,5113
Piflum,3021,42,133,20,2,12,48.61,Male,Sweden,1988-02-19,,2007-04-10,2012-06-03 09:02:00,8.59,22,2911
CitronG,7365,14,258,33,82,9,95.87,,,,,2007-07-12,2016-11-16 04:03:00,7.15,125,5467
Sheff-Man,4294403,13,372,5,9,75,127.93,Male,,,,2014-12-02,1900-05-03 13:37:00,6.87,14,7519
Perseverante,1989650,2,55,1,21,4,19.93,Male,Málaga North Morocco,,,2013-01-04,2017-10-12 14:48:00,5.93,0,1261
AlyxiXPS,16231,5,174,22,13,94,79.97,Male,Sweden,1990-01-01,,2007-10-07,2010-05-23 05:17:00,7.12,30,4600
kugoutsuki,5718546,3,23,1,1,11,5.91,Non-Binary,London,2000-08-29,,2016-09-23,2016-10-31 10:10:00,8.89,0,354
jma10blue,1346573,63,180,5,3,92,60.26,Female,,1995-01-17,,2012-06-14,1900-04-21 07:42:00,9.87,13,3441
cressell,74379,5,900,69,123,151,322.39,Male,,,,2008-07-06,1900-05-14 23:57:00,7.61,247,19601
